name,category,rating,address,subtypes,type,price_estimate,description,combined_text
Jogja Liman Store,grosir kain,4.3,"Jl. Malioboro No.47, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Fabric wholesaler, Carpet store",oleh_oleh,75000,,jogja liman store grosir kain fabric wholesaler carpet store malioboro sosromenduran gedong tengen
Malioboro 105,clothing store,4.1,"Jl. Malioboro No.105, Sosromenduran, Yogyakarta, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Clothing store, Shopping mall",oleh_oleh,75000,,malioboro clothing store clothing store shopping mall malioboro sosromenduran
RAMAYANA Malioboro,toserba,4.3,"Jl. Jend. Ahmad Yani Jl. Malioboro No.66-74, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Department store,oleh_oleh,75000,,ramayana malioboro toserba department store jend ahmad yani malioboro ngupasan gondomanan
Sports Station Plaza Malioboro,pusat perbelanjaan,4.3,"Sport Station Plaza Malioboro, Jl. Malioboro No.52-58 lantai 2, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,sports station plaza malioboro pusat perbelanjaan shopping mall sport station plaza malioboro malioboro lantai suryatmajan danurejan
BAKPIA KUKUS TUGU JOGJA MALIOBORO KETANDAN,toko kue,4.9,"Jl. Ketandan Kulon No.4, Ngupasan, Kec. Gondomanan, DIY, Daerah Istimewa Yogyakarta 55121",Cake shop,oleh_oleh,75000,,bakpia kukus tugu jogja malioboro ketandan toko kue cake shop ketandan kulon ngupasan gondomanan diy
Malio Oleh Oleh,toko suvenir,0.0,"Jl. Malioboro No.60, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Gift shop,oleh_oleh,75000,,malio oleh oleh toko suvenir gift shop malioboro suryatmajan danurejan
Bakpia Pathok 086 Jaya Oleh-oleh Khas Jogja,pusat perbelanjaan,5.0,"Jl.Ketandan Kulon no.9 Teras, Jl. Malioboro, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Shopping mall, Cake shop",oleh_oleh,75000,,bakpia pathok jaya oleh oleh khas jogja pusat perbelanjaan shopping mall cake shop ketandan kulon teras malioboro ngupasan gondomanan
Pasar Sore Malioboro,attractions,4.6,"6928+8C2, Jl. Jend. Ahmad Yani, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Flea market, Tourist attraction",oleh_oleh,40000,,pasar sore malioboro attractions flea market tourist attraction jend ahmad yani ngupasan gondomanan
Krisna Batik,pusat perbelanjaan,4.8,"Jl. Malioboro No.57, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000,,krisna batik pusat perbelanjaan shopping mall malioboro sosromenduran gedong tengen
Bakpiapia,toko kue,4.6,"Jl. Dagen No.9, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Cake shop,oleh_oleh,50000,,bakpiapia toko kue cake shop dagen sosromenduran gedong tengen
Rianty Batik - Premium Batik Asli Jogja,toko pakaian batik,4.8,"Jl. Malioboro No.79, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Batik clothing store, Children's clothing store, Clothes and fabric manufacturer, Clothing store, Clothing wholesale market place, Men's clothing store, Work clothes store",oleh_oleh,75000,,rianty batik premium batik asli jogja toko pakaian batik batik clothing store children clothing store clothes fabric manufacturer clothing store clothing wholesale market place men clothing store work clothes store malioboro sosromenduran gedong tengen
batik bima malioboro,pusat perbelanjaan,5.0,"Jl. Malioboro No.67, RW.001, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000,,batik bima malioboro pusat perbelanjaan shopping mall malioboro rw sosromenduran gedong tengen
Gedoeng Merah Malioboro,pusat perbelanjaan,4.8,"Toko Bakpia Lt. 2 (ex. Istana Arloji Tan, Jl. Malioboro Jl. Jend. Ahmad Yani No.87, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Shopping mall,oleh_oleh,75000,,gedoeng merah malioboro pusat perbelanjaan shopping mall toko bakpia lt ex istana arloji tan malioboro jend ahmad yani ngupasan gondomanan
Toko Oleh-oleh Podjok Wisata,pusat perbelanjaan,4.8,"Jl. Margo Utomo No.22, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Shopping mall,oleh_oleh,75000,,toko oleh oleh podjok wisata pusat perbelanjaan shopping mall margo utomo gowongan jetis
Pusat Oleh-oleh Wong Jogja,gift shop,4.5,"Jl. HOS Cokroaminoto No.26, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 60245",Gift shop,oleh_oleh,75000,,pusat oleh oleh wong jogja gift shop gift shop hos cokroaminoto tegalrejo tegalrejo
Oleh-Oleh Jogja Istimewa Pulpa,store,4.8,"Jl. P. Mangkubumi Kecamatan No.43, RT.021/RW.005, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Store,oleh_oleh,75000,,oleh oleh jogja pulpa store store mangkubumi kecamatan rt rw gowongan jetis
Bendhung Lepen,attractions,4.7,"599V+8PH, Mrican Jl. Tunggul Nogo No.338, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Tourist attraction,oleh_oleh,40000,,bendhung lepen attractions tourist attraction mrican tunggul nogo giwangan umbulharjo
Toko Oleh Oleh Tugu Jogja,gift shop,3.2,"Jl. P. Mangkubumi No.123, Jetis, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Gift shop,oleh_oleh,75000,,toko oleh oleh tugu jogja gift shop gift shop mangkubumi jetis gowongan jetis
Toko Oleh-Oleh Jogja Amplaz Malio17,toko,5.0,"Ambarukmo Plaza mall, Jl. Laksda Adisucipto Seberang No.111, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Store,oleh_oleh,75000,,toko oleh oleh jogja amplaz toko store ambarukmo plaza mall laksda adisucipto seberang ambarukmo caturtunggal depok sleman
Bakpia Pathok 25 Bandara Jaya,toko kue,4.4,"Jl. Nasional 15 No.9, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Cake shop,oleh_oleh,50000,,bakpia pathok bandara jaya toko kue cake shop nasional sambelegi kidul maguwoharjo depok sleman
Soko Tunggal Mosque,attractions,4.8,"Jl. Taman 1 No.318, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Tourist attraction, Mosque",oleh_oleh,40000,,soko tunggal mosque attractions tourist attraction mosque taman patehan kecamatan kraton
WISATA MURAH JOGJA,layanan transportasi,5.0,"Jl. Bahasa No.C-63, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55592","Travel agency, Transportation service",oleh_oleh,75000,,wisata murah jogja layanan transportasi travel agency transportation service bahasa karang wetan nogotirto gamping sleman
"""TOKO KITA 3"" Oleh-Oleh Khas Jogja",toko roti,4.4,"Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Bakery,oleh_oleh,75000,,toko kita oleh oleh khas jogja toko roti bakery suryatmajan danurejan city special region
BAKPIA DOEA DJEMPOL,natural goods store,3.8,"Karel Satsuit Tubun, Jalan Aipda, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Natural goods store,oleh_oleh,75000,,bakpia doea djempol natural goods store natural goods store karel satsuit tubun aipda ngampilan
Remen Jawi Yogyakarta,biro perjalanan dan wisata,4.9,"Jl. Suryoputran, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Travel agency,oleh_oleh,75000,,remen jawi biro perjalanan wisata travel agency suryoputran panembahan kecamatan kraton
Shopping Book Centre Jogja,pusat perbelanjaan,4.6,"59X9+M7M, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122",Shopping mall,oleh_oleh,75000,,shopping book centre jogja pusat perbelanjaan shopping mall ngupasan gondomanan city special region
Santana Prima Tour,penyelenggara perjalanan,4.8,"Jl. Pangeran Diponegoro No.116, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Tour operator, Tour agency",oleh_oleh,75000,,santana prima tour penyelenggara perjalanan tour operator tour agency pangeran diponegoro cokrodiningratan jetis
Museum Dr. Yap Prawirohusodo,museums,4.7,"Bpd Yogyakarta Rs Mata Dr. Yap, Jl. Cik Di Tiro No.5, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Tourist attraction, Museum",oleh_oleh,40000,,museum dr yap prawirohusodo museums tourist attraction museum bpd rs mata dr yap cik tiro terban gondokusuman
Water Castle of Royal Jogjakarta,museums,4.1,"59R5+2P2, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133",Open air museum,oleh_oleh,35000,,water castle royal jogjakarta museums open air museum patehan kraton city special region
Yogyakarta City,unknown,0.0,Special Region of Yogyakarta,unknown,oleh_oleh,75000,,city unknown unknown special region
Kalingga Tour,travel agency,5.0,"59RX+QCH, Gg. Kemuning, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Travel agency,oleh_oleh,75000,,kalingga tour travel agency travel agency qch gg kemuning rejowinangun kotagede
Toko Semlidut - Oleh Oleh Jogja,attractions,4.7,"Jl. Komp. Taman Sari, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Tourist attraction,oleh_oleh,40000,,toko semlidut oleh oleh jogja attractions tourist attraction komp taman sari patehan kecamatan kraton
Sayajo Oleh-Oleh,toko,4.6,"Jl. A.M. Sangaji No.199 b, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55241",Store,oleh_oleh,75000,,sayajo oleh oleh toko store sangaji kutu dukuh sinduadi mlati sleman
Bakpia Pathok 25 Pabrik Jaya,toko kue,4.6,"Sanggrahan Pathuk, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Cake shop, Bakery, Shopping mall",oleh_oleh,50000,,bakpia pathok pabrik jaya toko kue cake shop bakery shopping mall sanggrahan pathuk ngampilan
Kipo Bu Djito,toko,4.6,"Jl. Mondorakan No.27, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",Store,oleh_oleh,75000,,kipo bu djito toko store mondorakan prenggan kotagede
Roti Kembang Waru Pak Bas (ꦫꦺꦴꦠꦶꦏꦼꦩ꧀ꦧꦁꦮꦫꦸꦥꦏ꧀ꦧꦱ꧀),toko roti,4.8,"Purbayan, Kotagede, Yogyakarta City, Special Region of Yogyakarta 55173",Bakery,oleh_oleh,75000,,roti kembang waru pak bas toko roti bakery purbayan kotagede city special region
Museum of Biology UGM,museums,4.5,"Jl. Sultan Agung No.22, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151","Tourist attraction, Museum",oleh_oleh,40000,,museum biology ugm museums tourist attraction museum sultan agung wirogunan mergangsan
Rafania Souvenir Jogja,toko suvenir,4.8,"Teras, Jl. Malioboro Jl. Beskalan No.074 Lantai 1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Souvenir store, Craft store, Jewelry store",oleh_oleh,75000,,rafania souvenir jogja toko suvenir souvenir store craft store jewelry store teras malioboro beskalan lantai ngupasan gondomanan
BAKPIAKU Stasiun Tugu Yogyakarta,toko suvenir,4.6,"Pintu Selatan Stasiun, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Souvenir store,oleh_oleh,75000,,bakpiaku stasiun tugu toko suvenir souvenir store pintu selatan stasiun sosromenduran gedong tengen
Dagadu Yogyatourium (Gedongkuning),attractions,4.5,"Jl. Gedongkuning Selatan No.128, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171","Tourist attraction, Coffee shop, Restaurant, Souvenir store, Clothing store",oleh_oleh,50000,,dagadu yogyatourium gedongkuning attractions tourist attraction coffee shop restaurant souvenir store clothing store gedongkuning selatan rejowinangun kotagede
Pernak-Pernik(ꦥꦼꦂꦤꦏ꧀ꦥꦼꦂꦤꦶꦏ꧀),toko suvenir,4.1,"Pusat Grosir Metro Beringharjo, Jl. Pabringan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Gift shop,oleh_oleh,75000,,pernak pernik toko suvenir gift shop pusat grosir metro beringharjo pabringan ngupasan gondomanan
Prapanca Batik,toko suvenir,4.4,"Jl. Pangurakan No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Souvenir store, Chocolate shop",oleh_oleh,75000,,prapanca batik toko suvenir souvenir store chocolate shop pangurakan ngupasan gondomanan
Sinarmas,toko suvenir,4.3,"Pusat Grosir Metro Beringharjo, Jl. Pabringan Blok Los 2 D1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Gift shop,oleh_oleh,75000,,sinarmas toko suvenir gift shop pusat grosir metro beringharjo pabringan blok los ngupasan gondomanan
Kasongan Ceramic & Souvenirs,toko kerajinan tangan,4.5,"584P+28P, Jl. Kasongan, RT.05/RW.43, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Craft store,oleh_oleh,75000,,kasongan ceramic souvenirs toko kerajinan tangan craft store kasongan rt rw kajen bangunjiwo kasihan bantul
CIPTA KARYA SOUVENIR,toko suvenir,5.0,"Jl. Mas Suharto kios Jambu No.7 b, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","Gift shop, Store",oleh_oleh,75000,,cipta karya souvenir toko suvenir gift shop store mas suharto kios jambu suryatmajan danurejan
Pusat Oleh-oleh Bakpia Pangeran,toko suvenir,4.9,"Jl. C. Simanjuntak No.8, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Souvenir store,oleh_oleh,75000,,pusat oleh oleh bakpia pangeran toko suvenir souvenir store simanjuntak terban gondokusuman
Sinar Mas,toko,4.7,"5C82+6VM, Jl. Purbayan, Singosaren II, Purbayan, Kec. Kotagede, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55173",Store,oleh_oleh,75000,,sinar mas toko store purbayan singosaren ii purbayan kotagede bantul
Teras Malioboro Ketandan,toko suvenir,4.6,"6928+Q8H, Jl. Ketandan Kulon, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Souvenir store,oleh_oleh,75000,,teras malioboro ketandan toko suvenir souvenir store ketandan kulon ngupasan gondomanan
JOGJA MERCHANDISE,toko suvenir,4.8,"Ngemplak Asem, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584",Gift shop,oleh_oleh,75000,,jogja merchandise toko suvenir gift shop ngemplak asem umbulmartani ngemplak sleman regency special region
Kado Kita,gift shop,4.7,"Jl. Sagan No.24a, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Gift shop,oleh_oleh,75000,,kado kita gift shop gift shop sagan terban gondokusuman
Srinthil Souvenir,produsen,0.0,"583Q+8JR, Kp. Beton, Jl. Desa Wisata Kasongan, Tirtonirmolo, Kasihan, Karang Tengah, Tirtonirmolo, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Manufacturer,oleh_oleh,75000,,srinthil souvenir produsen manufacturer kp beton desa wisata kasongan tirtonirmolo kasihan karang tengah tirtonirmolo bantul bantul
Yangko Pak Prapto,toko suvenir,4.4,"Jl. Pramuka No.82, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163","Souvenir store, Natural goods store",oleh_oleh,25000,,yangko pak prapto toko suvenir souvenir store natural goods store pramuka giwangan umbulharjo
MASJO TOUR TRAVEL UMROH & TRANSPORT JOGJA,biro perjalanan dan wisata,5.0,"Taman Palem, Jl. Perumnas Seturan Blok E III No. 48, Ngropoh, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Travel agency, Gift shop, Souvenir manufacturer",oleh_oleh,75000,,masjo tour travel umroh transport jogja biro perjalanan wisata travel agency gift shop souvenir manufacturer taman palem perumnas seturan blok iii ngropoh caturtunggal depok sleman
Dagadu Alun-Alun Utara,attractions,4.6,"Jl. Pekapalan Timur No.7, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55132","Tourist attraction, Gift shop, Clothing store",oleh_oleh,40000,,dagadu alun alun utara attractions tourist attraction gift shop clothing store pekapalan timur prawirodirjan gondomanan city special region
Gerai Merchandise Gembira Loka Zoo,gift shop,4.2,"Gembira Loka Zoo, Jl. Kebun Raya, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171","Gift shop, Clothing store, Doll store",oleh_oleh,75000,,gerai merchandise gembira loka zoo gift shop gift shop clothing store doll store gembira loka zoo kebun raya rejowinangun kotagede
Kampoeng Cyber,attractions,4.6,"Taman KT I No.434, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Tourist attraction,oleh_oleh,40000,,kampoeng cyber attractions tourist attraction taman kt patehan kecamatan kraton
Ragam Kriya House,attractions,4.4,"Gedung Punokawan, Jl. KH. Ahmad Dahlan No.73, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262","Handicraft fair, Family restaurant, Gift shop",oleh_oleh,50000,,ragam kriya house attractions handicraft fair family restaurant gift shop gedung punokawan kh ahmad dahlan notoprajan ngampilan
Sentra Batik Jogja,clothing store,4.3,"Jl. Margo Mulyo Los 18, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Clothing store,oleh_oleh,75000,,sentra batik jogja clothing store clothing store margo mulyo los ngupasan gondomanan
Batik Rumah Suryowijayan,toko pakaian batik,4.5,"Jl. Suryowijayan No.MJ 1, RW.No.427, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",Batik clothing store,oleh_oleh,75000,,batik rumah suryowijayan toko pakaian batik batik clothing store suryowijayan mj rw gedongkiwo mantrijeron
Eventmerch - Seminar Kit Jogja | Souvenir Branding Promosi,layanan cetak digital,4.9,"Jl. Utama Gg. Nuri No.73, Pugeran, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282","Gift shop, Commercial printer, Digital printer, Event management company, Digital printing service, Wedding souvenir shop",oleh_oleh,75000,,eventmerch seminar kit jogja souvenir branding promosi layanan cetak digital gift shop commercial printer digital printer event management company digital printing service wedding souvenir shop utama gg nuri pugeran maguwoharjo depok sleman
Toko Aneka Oleh-Oleh Malioboro Yogyakarta,toko makanan,5.0,"Jl. Dagen Jl. Malioboro No.7, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Deli,oleh_oleh,75000,,toko aneka oleh oleh malioboro toko makanan deli dagen malioboro sosromenduran gedong tengen
Bakpia Pathok 145 ( IBU SRI ASTUTI ),toko kue,4.4,"Jl. Gambiran No.67A, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",Cake shop,oleh_oleh,50000,,bakpia pathok ibu sri astuti toko kue cake shop gambiran pandeyan umbulharjo
Gudeg Yu Djum - Dagen,restoran jawa tengah,4.3,"Jl. Dagen No.2C, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Central Javanese restaurant, Javanese restaurant",oleh_oleh,50000,,gudeg yu djum dagen restoran jawa tengah central javanese restaurant javanese restaurant dagen sosromenduran gedong tengen
Bakpia Patuk 75,toko roti,4.5,"Jl. HOS Cokroaminoto No.119b, Tegalrejo, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Bakery,oleh_oleh,50000,,bakpia patuk toko roti bakery hos cokroaminoto tegalrejo wirobrajan
malioboro milik bersama,pusat perbelanjaan,5.0,"6948+QCV, Jl. Malioboro, Sosromenduran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000,,malioboro milik bersama pusat perbelanjaan shopping mall qcv malioboro sosromenduran danurejan
Mutiara Malioboro Concept Store,pusat perbelanjaan,4.5,"Jl. Malioboro No.18, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000,,mutiara malioboro concept store pusat perbelanjaan shopping mall malioboro suryatmajan danurejan
